Household ID,Average age of adults in household (in years),Monthly household income (in Rs.),Number of adults in household,Avg.income,Current cable operator subscription fees (Rs. per month),Genre 1,Genre 2,Genre 3,Genre 4,Genre 5,Genre 6,Genre 7,Genre 8,Total,Avg Genre11,Avg Genre22,Avg Genre33,Avg Genre44,Avg Genre55,Avg Genre66,Avg Genre77,Avg Genre88,Proposed Plan (Genres included),Proposed subscription fee (Rs. per month),Survey Response
108582,25,"3,85,159",3,128386.3333,500,338,2,205,16,1712,19,1531,0,3823,0.088412242,0.000523149,0.053622809,0.004185195,0.447815851,0.004969919,0.400470834,0,"6,5,8,4,3",330,"Yes, I will switch!"
111225,49,"4,24,051",4,106012.75,515,273,3,120,545,512,83,424,6,1966,0.138860631,0.001525941,0.06103764,0.277212614,0.260427263,0.042217701,0.215666328,0.003051882,"6,5,8,4,3",380,Not interested
101286,40,"1,13,545",4,28386.25,560,146,34,744,512,1725,581,888,0,4630,0.031533477,0.007343413,0.160691145,0.110583153,0.372570194,0.125485961,0.191792657,0,"6,5,8,4,3",370,"Yes, I will switch!"
106849,21,"37,954",3,12651.33333,500,82,32,505,719,817,632,45,1,2833,0.028944582,0.011295447,0.178256265,0.253794564,0.288386869,0.223085069,0.015884222,0.000352983,"6,5,8,4",280,"Yes, I will switch!"
111056,67,"4,21,634",5,84326.8,500,45,435,285,58,49,102,37,0,1011,0.044510386,0.430267062,0.28189911,0.057368942,0.048466864,0.100890208,0.036597428,0,"6,5,8,4",220,Not interested
102054,46,"4,76,470",4,119117.5,510,120,0,558,848,446,406,405,0,2783,0.043118936,0,0.200503054,0.304707151,0.160258714,0.145885735,0.14552641,0,"6,5,8,4",260,"Yes, I will switch!"
106588,50,"87,897",3,29299,515,787,287,1504,959,1980,758,834,18,7127,0.110425144,0.040269398,0.211028483,0.13455872,0.277816753,0.106356111,0.117019784,0.002525607,"6,5,8,4",280,Not interested
109004,61,"1,85,805",3,61935,515,852,82,1027,6215,6845,1937,285,3,17246,0.04940276,0.004754726,0.059550041,0.36037342,0.39690363,0.112315899,0.016525571,0.000173953,"6,5,8,4",230,"Yes, I will switch!"
102467,25,"1,46,016",5,29203.2,580,441,170,4451,486,8333,923,89,147,15040,0.029321809,0.011303191,0.295944149,0.03231383,0.554055851,0.061369681,0.005917553,0.009773936,"6,5,8,4",280,Not interested
100575,50,"3,69,875",3,123291.6667,490,973,141,242,41,562,74,6923,0,8956,0.108642251,0.015743636,0.027020992,0.004577937,0.062751228,0.008262617,0.77300134,0,"6,5,8,3,7",340,"Yes, I will switch!"
101081,25,"1,42,825",3,47608.33333,500,26,7,1002,340,551,823,321,0,3070,0.008469055,0.00228013,0.326384365,0.110749186,0.179478827,0.268078176,0.104560261,0,"6,5,8,3,7",280,Not interested
100052,47,"4,51,816",4,112954,515,635,40,1084,454,666,335,595,28,3837,0.165493875,0.010424811,0.282512379,0.118321605,0.173573104,0.087307793,0.155069064,0.007297368,"6,5,8,3,7",300,Not interested
106636,43,"1,61,763",4,40440.75,475,264,1206,1494,1118,4218,1470,1743,134,11647,0.022666781,0.103545978,0.128273375,0.095990384,0.362153344,0.126212759,0.149652271,0.011505109,"6,5,8,3,2",350,"Yes, I will switch!"
102410,38,"1,58,069",3,52689.66667,540,32,408,345,160,134,97,490,1,1667,0.019196161,0.24475105,0.206958608,0.095980804,0.080383923,0.058188362,0.293941212,0.00059988,"6,5,8,3,2",410,Not interested
102025,56,"4,37,631",3,145877,575,331,90,324,570,942,477,503,0,3237,0.102255175,0.027803522,0.100092678,0.176088971,0.291010195,0.147358665,0.155390794,0,"6,5,8,3,2",330,Not interested
109824,51,"2,23,401",5,44680.2,580,15,7,83,66,141,255,452,1,1020,0.014705882,0.006862745,0.081372549,0.064705882,0.138235294,0.25,0.443137255,0.000980392,"6,5,8,3,2",350,Not interested
109587,58,"1,99,594",5,39918.8,490,486,54,884,2473,5653,729,1898,73,12250,0.039673469,0.004408163,0.072163265,0.201877551,0.461469388,0.059510204,0.154938776,0.005959184,"6,5,8,3,1",320,"Yes, I will switch!"
105398,53,"3,14,806",5,62961.2,500,1015,146,1221,81,908,220,351,0,3942,0.257483511,0.037037037,0.309741248,0.020547945,0.230339929,0.055809234,0.089041096,0,"6,5,8,3,1",400,"Yes, I will switch!"
107250,63,"28,300",4,7075,525,58,222,692,4434,1385,765,8030,9,15595,0.003719141,0.014235332,0.044373197,0.284321898,0.088810516,0.049054184,0.514908625,0.000577108,"6,5,8,3,1",320,Not interested
100210,53,"48,574",3,16191.33333,515,76,634,2336,545,3497,582,67,1,7738,0.009821659,0.081933316,0.301886792,0.070431636,0.451925562,0.075213233,0.008658568,0.000129232,"6,5,8,3",240,"Yes, I will switch!"
106971,30,"4,50,297",3,150099,540,385,1355,1360,625,2525,1214,2161,19,9644,0.039921195,0.140501866,0.141020324,0.064807134,0.261820821,0.125881377,0.224077146,0.001970137,"6,5,8,3",290,Not interested
109344,53,"4,92,874",3,164291.3333,575,118,83,722,1667,1664,785,630,29,5698,0.020709021,0.014566515,0.126711127,0.292558793,0.292032292,0.137767638,0.110565111,0.005089505,"6,5,8,3",270,"Yes, I will switch!"
111073,42,"4,26,626",4,106656.5,580,46,39,1581,748,2263,1126,394,3,6200,0.007419355,0.006290323,0.255,0.120645161,0.365,0.181612903,0.063548387,0.000483871,"6,5,8,3",250,"Yes, I will switch!"
107199,52,"2,37,305",4,59326.25,490,646,34,1344,481,7070,228,81,0,9884,0.065358155,0.003439903,0.135977337,0.048664508,0.71529745,0.023067584,0.008195063,0,"6,5,8,2,3",340,"Yes, I will switch!"
111269,52,"1,87,241",5,37448.2,500,0,707,326,932,208,468,133,0,2774,0,0.254866619,0.117519827,0.335976929,0.074981975,0.168709445,0.047945205,0,"6,5,8,2,3",350,"Yes, I will switch!"
110737,44,"4,73,153",3,157717.6667,540,181,186,1123,1052,3687,1942,1593,11,9775,0.018516624,0.019028133,0.11488491,0.107621483,0.377186701,0.198670077,0.162966752,0.00112532,"6,5,8,2,3",420,"Yes, I will switch!"
103833,52,"3,01,807",3,100602.3333,500,269,34,934,3067,3261,8769,34,0,16368,0.016434506,0.002077224,0.057062561,0.18737781,0.199230205,0.535740469,0.002077224,0,"6,5,8,1,4",370,"Yes, I will switch!"
111377,54,"79,216",4,19804,515,93,397,2460,3093,3380,3013,6117,33,18586,0.005003766,0.021360164,0.132357689,0.166415582,0.181857312,0.162111267,0.329118691,0.00177553,"6,5,8,1,4",390,"Yes, I will switch!"
106769,27,"4,95,757",4,123939.25,525,221,537,867,1021,2906,1695,32,4,7283,0.030344638,0.073733352,0.11904435,0.140189482,0.399011396,0.232733764,0.004393794,0.000549224,"6,5,8,1,4",380,"Yes, I will switch!"
110182,58,"1,54,689",3,51563,475,551,0,342,1372,838,69,342,0,3514,0.156801366,0,0.097324986,0.390438247,0.238474673,0.019635743,0.097324986,0,"6,5,8,1,2",420,Not interested
104580,54,"2,09,907",4,52476.75,525,410,177,1372,2384,2188,5127,436,0,12094,0.033901108,0.014635356,0.113444683,0.19712254,0.180916157,0.423929221,0.036050934,0,"6,5,8,1,2",370,Not interested
108698,64,"3,66,947",3,122315.6667,550,3045,296,2328,4015,7527,2374,4887,187,24659,0.123484326,0.012003731,0.094407721,0.162820877,0.305243522,0.096273166,0.198183219,0.007583438,"6,5,8,1,2",400,Not interested
102188,51,"4,79,895",3,159965,510,364,196,1278,2313,4911,436,2192,5,11695,0.031124412,0.016759299,0.109277469,0.197776828,0.419923044,0.037280889,0.187430526,0.000427533,"6,5,8,1",300,"Yes, I will switch!"
102432,31,"1,85,953",4,46488.25,515,202,2,630,49,2790,37,2413,128,6251,0.03231483,0.000319949,0.100783875,0.007838746,0.446328587,0.005919053,0.386018237,0.020476724,"6,5,8,1",260,"Yes, I will switch!"
109564,19,"99,215",4,24803.75,525,85,412,218,1205,4329,1418,1209,2,8878,0.009574228,0.046406848,0.02455508,0.135728768,0.487609822,0.159720658,0.13617932,0.000225276,"6,5,8,1",300,"Yes, I will switch!"
111970,34,"4,54,774",5,90954.8,540,145,99,3600,787,4170,2117,423,38,11379,0.012742772,0.008700237,0.316372265,0.069162492,0.36646454,0.186044468,0.037173741,0.003339485,"6,5,8,1",260,"Yes, I will switch!"
108745,27,"1,79,384",5,35876.8,520,341,270,230,1609,2967,1301,78,0,6796,0.050176574,0.039729253,0.033843437,0.236756916,0.436580341,0.191436139,0.01147734,0,"6,5,8",150,"Yes, I will switch!"
106786,19,"3,24,554",4,81138.5,525,4939,315,360,3414,1616,2142,293,0,13079,0.377628259,0.02408441,0.02752504,0.261029131,0.123556847,0.163773989,0.022402324,0,"6,5,8",180,Not interested
111324,26,"3,54,105",5,70821,560,316,61,2292,2774,5349,1400,2814,19,15025,0.021031614,0.0040599,0.152545757,0.184625624,0.356006656,0.093178037,0.187287854,0.001264559,"6,5,8",180,"Yes, I will switch!"
108084,44,"4,98,358",3,166119.3333,500,932,0,111,328,287,25,4191,61,5935,0.157034541,0,0.018702612,0.055265375,0.048357203,0.0042123,0.706149958,0.010278012,"6,5,7,8,1",350,Not interested
103093,22,"34,520",3,11506.66667,540,355,23,1054,1152,1580,1276,284,0,5724,0.062019567,0.004018169,0.184136967,0.201257862,0.276030748,0.222921034,0.049615653,0,"6,5,7,8,1",300,Not interested
110120,48,"3,02,872",3,100957.3333,540,86,170,48,148,998,69,1325,0,2844,0.0302391,0.059774965,0.016877637,0.052039381,0.350914205,0.024261603,0.465893108,0,"6,5,7,8,1",360,"Yes, I will switch!"
106462,55,"2,69,332",5,53866.4,475,2,2,890,265,475,426,87,16,2163,0.000924642,0.000924642,0.411465557,0.122515025,0.219602404,0.196948682,0.040221914,0.007397134,"6,5,7,8",220,"Yes, I will switch!"
110083,60,"2,77,446",5,55489.2,500,162,90,625,23,405,98,664,7,2074,0.078109932,0.043394407,0.301350048,0.011089682,0.195274831,0.047251688,0.320154291,0.003375121,"6,5,7,8",230,"Yes, I will switch!"
112192,25,"1,18,021",4,29505.25,525,137,85,332,332,881,104,44,2,1917,0.071465832,0.044340115,0.173187272,0.173187272,0.459572248,0.054251435,0.02295253,0.001043297,"6,5,7,8",190,"Yes, I will switch!"
112078,69,"2,73,588",4,68397,525,99,48,362,73,755,320,49,0,1706,0.058030481,0.028135991,0.212192263,0.042790152,0.442555686,0.187573271,0.028722157,0,"6,5,7,8",190,"Yes, I will switch!"
102531,68,"2,12,460",3,70820,575,221,667,531,316,759,1156,3795,19,7464,0.029608789,0.089362272,0.071141479,0.042336549,0.101688103,0.154876742,0.508440514,0.002545552,"6,5,7,8",210,Not interested
103773,23,"3,87,891",3,129297,600,13,895,3201,437,5731,1520,378,0,12175,0.001067762,0.073511294,0.262915811,0.035893224,0.470718686,0.124845996,0.031047228,0,"6,5,7,8",220,Not interested
100074,58,"3,34,400",3,111466.6667,520,1305,104,3015,2280,6889,756,866,79,15294,0.085327579,0.006800052,0.197136132,0.14907807,0.45043808,0.049431149,0.056623512,0.005165424,"6,5,7,4,2",340,"Yes, I will switch!"
108760,18,"1,24,485",5,24897,540,970,1277,506,71,1879,1419,514,2,6638,0.146128352,0.192377222,0.076227779,0.010695993,0.283067189,0.213769208,0.077432962,0.000301296,"6,5,7,4,2",330,Not interested
105497,26,"1,96,404",3,65468,500,424,21,581,1652,3975,3178,4,0,9835,0.043111337,0.002135231,0.059074733,0.16797153,0.404168785,0.323131673,0.000406711,0,"6,5,7,4",260,Not interested
102601,31,"4,68,423",5,93684.6,500,15,77,985,67,786,127,221,45,2323,0.006457167,0.033146793,0.424020663,0.028842015,0.338355575,0.054670684,0.095135601,0.019371502,"6,5,7,4",250,"Yes, I will switch!"
111537,43,"1,70,186",3,56728.66667,580,79,23,68,112,690,215,88,0,1275,0.061960784,0.018039216,0.053333333,0.087843137,0.541176471,0.168627451,0.069019608,0,"6,5,7,4",230,"Yes, I will switch!"
105114,60,"4,88,725",4,122181.25,600,1322,97,916,2367,2965,1432,5728,16,14843,0.089065553,0.006535067,0.061712592,0.15946911,0.199757461,0.096476454,0.385905814,0.001077949,"6,5,7,4",290,"Yes, I will switch!"
103263,29,"4,57,684",5,91536.8,475,1244,194,2729,2223,1747,314,1938,14,10403,0.11958089,0.018648467,0.262328175,0.213688359,0.167932327,0.030183601,0.186292416,0.001345766,"6,5,7,2,8",320,Not interested
100964,33,"66,755",4,16688.75,500,588,154,189,864,1797,2512,107,0,6211,0.094670745,0.024794719,0.030429882,0.139108034,0.28932539,0.404443729,0.0172275,0,"6,5,7,2,8",310,Not interested
102061,55,"4,96,236",3,165412,500,190,97,253,143,215,189,3630,0,4717,0.040279839,0.020563918,0.053635785,0.030315879,0.045579818,0.04006784,0.769556922,0,"6,5,7,2,8",350,"Yes, I will switch!"
107204,36,"2,73,401",3,91133.66667,475,23,757,390,263,410,216,1479,152,3690,0.006233062,0.205149051,0.105691057,0.071273713,0.111111111,0.058536585,0.400813008,0.041192412,"6,5,7,2",310,Not interested
104763,28,"2,53,471",4,63367.75,490,1,3,276,25,962,137,11,0,1415,0.000706714,0.002120141,0.195053004,0.017667845,0.679858657,0.096819788,0.007773852,0,"6,5,7,2",280,Not interested
111524,40,"37,302",5,7460.4,500,288,75,736,900,5152,1801,311,54,9317,0.030911238,0.008049801,0.078995385,0.096597617,0.552967693,0.193302565,0.033379843,0.005795857,"6,5,7,2",330,Not interested
104497,66,"1,09,119",3,36373,525,96,20,394,3024,1167,1766,466,0,6933,0.01384682,0.002884754,0.056829655,0.436174816,0.1683254,0.254723785,0.06721477,0,"6,5,7,2",280,Not interested
111292,56,"3,97,838",3,132612.6667,500,281,7,428,196,369,149,439,0,1869,0.15034778,0.003745318,0.228999465,0.104868914,0.197431782,0.079721776,0.234884965,0,"6,5,7,1",270,"Yes, I will switch!"
105244,37,"35,214",4,8803.5,525,44,80,292,310,359,247,104,0,1436,0.030640669,0.055710306,0.203342618,0.215877437,0.25,0.172005571,0.072423398,0,"6,5,7,1",320,Not interested
108525,34,"2,18,153",4,54538.25,540,80,388,1037,608,1107,494,76,0,3790,0.021108179,0.10237467,0.273614776,0.160422164,0.292084433,0.130343008,0.02005277,0,"6,5,7,1",270,Not interested
107770,32,"4,63,870",4,115967.5,540,1113,198,1805,1487,3453,1022,26,79,9183,0.121202221,0.021561581,0.196558859,0.161929653,0.376020908,0.111292606,0.002831319,0.008602853,"6,5,7,1",300,"Yes, I will switch!"
105704,44,"1,00,039",5,20007.8,500,90,1,525,84,2835,108,86,0,3729,0.024135157,0.000268168,0.140788415,0.022526146,0.760257442,0.028962188,0.023062483,0,"6,5,7",160,"Yes, I will switch!"
101578,47,"1,73,098",3,57699.33333,500,472,177,2590,818,4035,974,117,2,9185,0.051388133,0.01927055,0.281981492,0.089058247,0.439303212,0.106042461,0.01273816,0.000217746,"6,5,7",180,"Yes, I will switch!"
106484,48,"4,32,828",3,144276,580,66,7,1374,553,2779,40,386,1,5206,0.01267768,0.001344602,0.263926239,0.106223588,0.533807146,0.007683442,0.074145217,0.000192086,"6,5,7",180,"Yes, I will switch!"
105253,38,"2,55,805",3,85268.33333,500,191,93,270,172,289,168,78,29,1290,0.148062016,0.072093023,0.209302326,0.133333333,0.224031008,0.130232558,0.060465116,0.02248062,"6,5,4,8,2",370,Not interested
102546,70,"2,03,918",3,67972.66667,520,121,31,390,451,1187,534,776,0,3490,0.034670487,0.008882521,0.111747851,0.129226361,0.340114613,0.153008596,0.22234957,0,"6,5,4,8,2",360,Not interested
105860,45,"4,38,024",3,146008,550,88,161,2324,883,4969,1411,80,86,10002,0.00879824,0.016096781,0.232353529,0.088282344,0.49680064,0.141071786,0.0079984,0.00859828,"6,5,4,8,2",340,"Yes, I will switch!"
110299,59,"2,13,238",3,71079.33333,515,185,102,1319,603,6806,2935,254,342,12546,0.014745736,0.008130081,0.10513311,0.048063128,0.54248366,0.233939104,0.020245497,0.027259684,"6,5,4,8",280,"Yes, I will switch!"
103417,44,"1,96,804",5,39360.8,520,1115,3259,1871,1143,3111,4039,240,2,14780,0.075439783,0.220500677,0.126589986,0.077334235,0.210487145,0.273274696,0.01623816,0.000135318,"6,5,4,8",230,Not interested
112281,66,"83,326",3,27775.33333,550,112,371,18,16,208,21,7307,9,8062,0.013892334,0.046018358,0.002232697,0.001984619,0.02580005,0.002604813,0.906350781,0.001116348,"6,5,4,8",280,Not interested
106133,31,"1,32,761",5,26552.2,550,801,272,1535,1552,5793,1556,160,254,11923,0.067181079,0.02281305,0.128742766,0.130168582,0.485867651,0.130504068,0.013419441,0.021303363,"6,5,4,8",250,"Yes, I will switch!"
103601,44,"1,99,615",3,66538.33333,500,418,133,381,625,3614,1014,1088,46,7319,0.057111627,0.018171881,0.052056292,0.08539418,0.493783304,0.138543517,0.148654188,0.006285012,"6,5,4,7",230,Not interested
105617,39,"2,72,608",5,54521.6,500,74,3,70,730,1197,1253,3382,0,6709,0.01102996,0.000447161,0.010433746,0.108809062,0.178417052,0.186764048,0.504098972,0,"6,5,4,7",250,Not interested
111607,47,"2,28,588",5,45717.6,515,235,302,1529,2857,6045,3979,54,2,15003,0.015663534,0.020129307,0.101912951,0.190428581,0.402919416,0.265213624,0.00359928,0.000133307,"6,5,4,7",260,Not interested
109013,29,"2,32,712",3,77570.66667,515,0,37,12,33,607,324,20,0,1033,0,0.035818006,0.011616651,0.031945789,0.587608906,0.313649564,0.019361084,0,"6,5,4,7",250,"Yes, I will switch!"
104646,61,"1,52,907",4,38226.75,525,1950,149,2422,2421,4707,1269,897,8,13823,0.141069232,0.010779136,0.175215221,0.175142878,0.340519424,0.091803516,0.064891847,0.000578746,"6,5,4,7",230,Not interested
105810,69,"1,41,748",4,35437,490,50,73,452,167,876,302,369,0,2289,0.0218436,0.031891656,0.197466142,0.072957623,0.382699869,0.131935343,0.161205767,0,"6,5,4,3,8",300,"Yes, I will switch!"
111873,44,"2,86,866",4,71716.5,500,2565,130,134,131,279,207,248,11,3705,0.692307692,0.035087719,0.036167341,0.035357625,0.075303644,0.055870445,0.066936572,0.002968961,"6,5,4,3,8",310,Not interested
100531,68,"3,32,548",4,83137,510,222,111,702,277,1336,522,2276,0,5446,0.040763863,0.020381932,0.128901946,0.050863019,0.245317664,0.095850165,0.41792141,0,"6,5,4,3,8",350,Not interested
106095,25,"4,70,412",5,94082.4,510,146,487,1025,404,1802,428,671,9,4972,0.029364441,0.097948512,0.206154465,0.081255028,0.362429606,0.08608206,0.134955752,0.001810137,"6,5,4,3,8",310,"Yes, I will switch!"
104333,61,"25,132",5,5026.4,475,33,2,2328,1089,1740,664,485,2,6343,0.005202586,0.000315308,0.367018761,0.171685322,0.274318146,0.104682327,0.076462242,0.000315308,"6,5,4,3,7",330,Not interested
101134,18,"3,69,464",4,92366,525,25,203,1209,887,4513,1165,496,89,8587,0.002911378,0.023640387,0.140794224,0.10329568,0.525561896,0.135670199,0.057761733,0.010364504,"6,5,4,3,7",330,"Yes, I will switch!"
107910,54,"3,06,044",5,61208.8,475,203,0,18,0,39,0,589,0,849,0.239104829,0,0.021201413,0,0.045936396,0,0.693757362,0,"6,5,4,3,2",380,Not interested
105417,68,"59,351",4,14837.75,500,21,134,888,271,3954,475,3,92,5838,0.003597122,0.022953066,0.152106886,0.046420007,0.677286742,0.081363481,0.000513875,0.015758822,"6,5,4,3,2",410,Not interested
104841,27,"4,83,857",4,120964.25,510,2988,334,2323,6040,8123,3465,286,208,23767,0.125720537,0.014053099,0.097740565,0.254133883,0.341776413,0.145790382,0.012033492,0.00875163,"6,5,4,3,2",390,Not interested
102634,23,"3,93,515",3,131171.6667,475,97,161,763,349,2281,551,518,19,4739,0.020468453,0.033973412,0.161004431,0.073644229,0.481325174,0.116269255,0.109305761,0.004009285,"6,5,4,3,1",430,Not interested
106471,24,"2,98,537",5,59707.4,510,397,6,1573,1409,5355,789,192,154,9875,0.040202532,0.000607595,0.159291139,0.142683544,0.542278481,0.079898734,0.019443038,0.015594937,"6,5,4,3,1",400,"Yes, I will switch!"
103791,34,"1,10,541",5,22108.2,515,418,198,804,2895,4518,1393,400,0,10626,0.039337474,0.01863354,0.075663467,0.272444946,0.425183512,0.131093544,0.037643516,0,"6,5,4,3,1",400,Not interested
103156,27,"2,39,128",4,59782,500,122,90,629,3081,3963,1520,2098,0,11503,0.010605929,0.007824046,0.054681387,0.267843171,0.344518821,0.132139442,0.182387203,0,"6,5,4,2,7",420,Not interested
106581,19,"2,97,288",3,99096,525,3029,134,329,366,1057,351,753,108,6127,0.494369186,0.02187041,0.053696752,0.059735597,0.172515097,0.057287416,0.122898645,0.017626897,"6,5,4,2,7",410,Not interested
109941,66,"1,74,154",5,34830.8,520,66,2871,1194,1028,2755,3434,2590,14,13952,0.004730505,0.20577695,0.085579128,0.073681193,0.197462729,0.246129587,0.185636468,0.00100344,"6,5,4,2,3",380,"Yes, I will switch!"
110246,49,"2,96,017",3,98672.33333,550,298,211,256,4,637,48,157,1,1612,0.184863524,0.1308933,0.158808933,0.00248139,0.39516129,0.029776675,0.097394541,0.000620347,"6,5,4,2,3",410,Not interested
101719,70,"2,56,830",5,51366,560,163,799,738,247,2046,630,1048,25,5696,0.028616573,0.140273876,0.129564607,0.043363764,0.359199438,0.110603933,0.183988764,0.004389045,"6,5,4,2,3",400,Not interested
108547,51,"1,76,429",4,44107.25,475,223,56,3532,590,2679,379,115,79,7653,0.0291389,0.007317392,0.461518359,0.07709395,0.3500588,0.049523063,0.015026787,0.010322749,"6,5,4,2",300,Not interested
106810,19,"2,04,080",5,40816,490,335,515,876,767,4220,2478,335,2,9528,0.03515953,0.054051217,0.091939547,0.08049958,0.442905122,0.260075567,0.03515953,0.000209908,"6,5,4,2",340,Not interested
105913,62,"3,51,120",3,117040,500,409,5,492,600,2017,2331,24,0,5878,0.06958149,0.000850629,0.083701939,0.102075536,0.343143927,0.396563457,0.004083021,0,"6,5,4,2",330,Not interested
100803,34,"4,71,162",3,157054,540,363,217,943,365,1760,1248,74,0,4970,0.073038229,0.043661972,0.189738431,0.073440644,0.354124748,0.25110664,0.014889336,0,"6,5,4,2",310,Not interested
111572,38,"25,814",3,8604.666667,510,1964,50,3298,3361,2013,1765,104,27,12582,0.15609601,0.003973931,0.26212049,0.267127643,0.159990463,0.140279765,0.008265777,0.002145923,"6,5,4,1,8",340,"Yes, I will switch!"
102630,21,"3,57,254",4,89313.5,520,321,16,132,81,619,174,138,1,1482,0.21659919,0.010796221,0.089068826,0.05465587,0.417678812,0.117408907,0.093117409,0.000674764,"6,5,4,1,8",360,"Yes, I will switch!"
109866,69,"2,63,939",5,52787.8,550,1391,125,1149,2770,4848,2291,2806,32,15412,0.090254347,0.008110563,0.074552297,0.17973008,0.314560083,0.148650402,0.182065923,0.002076304,"6,5,4,1,8",310,"Yes, I will switch!"
110473,59,"1,41,936",3,47312,525,166,70,696,306,1084,316,108,0,2746,0.060451566,0.025491624,0.253459578,0.111434814,0.394756009,0.115076475,0.039329934,0,"6,5,4,1,3",440,Not interested
109199,47,"1,61,715",5,32343,525,96,58,226,179,42,111,148,0,860,0.111627907,0.06744186,0.262790698,0.208139535,0.048837209,0.129069767,0.172093023,0,"6,5,4,1,3",450,"Yes, I will switch!"
109585,48,"2,40,311",5,48062.2,475,26,23,1486,628,1440,687,387,9,4686,0.005548442,0.004908237,0.31711481,0.134016219,0.307298335,0.146606914,0.082586428,0.001920615,"6,5,4,1,2",460,Not interested
100865,25,"2,55,686",4,63921.5,510,230,46,3248,3377,7109,1895,48,265,16218,0.014181773,0.002836355,0.200271303,0.208225429,0.438340116,0.11684548,0.002959674,0.016339869,"6,5,4,1,2",410,Not interested
108335,19,"2,58,448",3,86149.33333,525,112,211,4948,1075,6856,1063,1475,21,15761,0.007106148,0.013387475,0.313939471,0.068206332,0.434997779,0.067444959,0.093585432,0.001332403,"6,5,4,1,2",450,Not interested
107114,53,"1,09,367",4,27341.75,475,49,81,785,1491,2612,1192,1054,1,7265,0.006744666,0.011149346,0.108052306,0.205230557,0.359532003,0.164074329,0.145079147,0.000137646,"6,5,4,1",360,Not interested
107911,25,"1,41,959",5,28391.8,475,703,21,1221,112,2873,326,41,29,5326,0.131993992,0.003942922,0.229252722,0.021028915,0.539429215,0.061209163,0.007698085,0.005444987,"6,5,4,1",290,"Yes, I will switch!"
107573,46,"22,854",4,5713.5,500,367,202,821,269,1073,374,330,33,3469,0.105794177,0.058230037,0.236667628,0.077543961,0.309311041,0.10781205,0.095128279,0.009512828,"6,5,4,1",290,"Yes, I will switch!"
108729,48,"19,766",5,3953.2,515,506,254,1215,1646,5878,3499,218,8,13224,0.038263763,0.019207502,0.091878403,0.124470659,0.444494858,0.264594676,0.016485178,0.000604961,"6,5,4,1",350,Not interested
112173,28,"1,87,985",5,37597,520,1502,61,1792,54,4012,434,214,24,8093,0.185592487,0.007537378,0.221425924,0.006672433,0.495737057,0.053626591,0.026442605,0.002965526,"6,5,4,1",300,Not interested
109764,29,"4,95,558",3,165186,525,227,187,6952,1507,3866,1306,6756,29,20830,0.010897744,0.008977436,0.3337494,0.072347576,0.185597696,0.062698032,0.324339894,0.001392223,"6,5,4,1",280,Not interested
109719,34,"1,22,530",3,40843.33333,580,247,306,2564,622,2423,894,668,76,7800,0.031666667,0.039230769,0.328717949,0.07974359,0.310641026,0.114615385,0.085641026,0.00974359,"6,5,4,1",330,"Yes, I will switch!"
102440,39,"2,10,033",4,52508.25,475,1060,2,341,55,1444,12,844,10,3768,0.281316348,0.000530786,0.090498938,0.014596603,0.383227176,0.003184713,0.223991507,0.002653928,"6,5,4",200,Not interested
106807,33,"2,37,083",5,47416.6,520,778,313,1937,424,4265,665,181,13,8576,0.090718284,0.036497201,0.225862873,0.049440299,0.497318097,0.077541978,0.02110541,0.001515858,"6,5,4",220,"Yes, I will switch!"
112084,28,"1,31,939",3,43979.66667,525,0,0,54,12,445,242,1204,0,1957,0,0,0.027593255,0.006131834,0.227388861,0.123658661,0.615227389,0,"6,5,4",240,"Yes, I will switch!"
104946,37,"2,72,555",5,54511,500,1,441,815,693,310,145,86,0,2491,0.000401445,0.177037334,0.32717784,0.278201525,0.124448013,0.058209554,0.034524287,0,"6,5,3,8,2",360,"Yes, I will switch!"
102868,45,"4,33,145",3,144381.6667,515,537,216,903,384,1473,409,1218,4,5144,0.104393468,0.041990669,0.175544323,0.074650078,0.286353033,0.079510109,0.236780715,0.000777605,"6,5,3,8,2",400,Not interested
106609,27,"3,38,071",4,84517.75,520,6,42,1587,312,1652,238,2554,113,6504,0.000922509,0.006457565,0.24400369,0.04797048,0.25399754,0.036592866,0.392681427,0.017373924,"6,5,3,8,2",330,Not interested
104198,45,"75,404",4,18851,500,407,85,478,1380,4667,3908,345,5,11275,0.036097561,0.007538803,0.042394678,0.122394678,0.413924612,0.346607539,0.03059867,0.000443459,"6,5,3,4,8",330,"Yes, I will switch!"
109752,33,"18,481",4,4620.25,540,892,71,2073,3338,6759,1958,7333,16,22440,0.039750446,0.003163993,0.092379679,0.148752228,0.301203209,0.087254902,0.326782531,0.000713012,"6,5,3,4,8",350,Not interested
108705,42,"2,75,996",4,68999,550,3727,34,758,277,2268,1898,609,99,9670,0.385418821,0.003516029,0.078386763,0.028645295,0.234539814,0.196277146,0.062978283,0.010237849,"6,5,3,4,8",370,"Yes, I will switch!"
111403,35,"1,94,130",3,64710,515,214,567,1650,267,1721,2091,4135,1,10646,0.020101447,0.05325944,0.154987789,0.025079842,0.16165696,0.196411798,0.388408792,9.39E-05,"6,5,3,4,1",450,"Yes, I will switch!"
107947,22,"3,84,252",4,96063,515,157,2422,769,444,3110,1680,1268,17,9867,0.015911625,0.24546468,0.077936556,0.04499848,0.315192054,0.170264518,0.128509172,0.001722915,"6,5,3,4,1",450,"Yes, I will switch!"
