initialUsedMemory,initialFreeMemory,query token,gcRun,gcInitialMemory,gcFinalMemory,gcTotalMemory,userTime,sysTime,realTime,cpuTimeTaken,finalUsedMemory,finalFreeMemory
5.824869208,1.895345636,token_3,0,0,0,0,0,0,0,0.115489294,5.873663306,1.846551538
6.323141597,1.410745122,token_3,0,0,0,0,0,0,0,0.114573923,6.386396572,1.347490147
6.473387532,1.269288249,token_3,0,0,0,0,0,0,0,0.115091499,6.53816656,1.204509221
5.157282822,2.739689834,token_3,0,0,0,0,0,0,0,0.116994544,5.206167042,2.690805614
6.406685144,1.48931095,token_3,0,0,0,0,0,0,0,0.121973486,6.457341149,1.438654944
7.279331557,0.730922349,token_3,0,0,0,0,0,0,0,0.115148095,7.33050248,0.679751426
5.918181323,1.708283521,token_3,0,0,0,0,0,0,0,0.114904936,5.973369256,1.653095588
5.211474083,2.474072792,token_3,0,0,0,0,0,0,0,0.115433196,5.260443181,2.425103694
6.449072063,1.338525593,token_3,0,0,0,0,0,0,0,0.117305186,6.504875511,1.282722145
5.593869232,2.283083893,token_3,0,0,0,0,0,0,0,0.113661942,5.648465574,2.228487551
7.132645361,0.660323389,token_3,0,0,0,0,0,0,0,0.115291161,7.191571929,0.601396821
6.87582726,0.974270396,token_3,0,0,0,0,0,0,0,0.115324941,6.922923848,0.927173808
6.152561285,1.479274653,token_3,0,0,0,0,0,0,0,0.11510993,6.215765119,1.416070819
5.702129379,1.99269484,token_3,0,0,0,0,0,0,0,0.114870694,5.767129868,1.92769435
7.035796531,0.788422219,token_3,0,0,0,0,0,0,0,0.115900198,7.093086503,0.731132247
5.43135377,2.385540761,token_3,0,0,0,0,0,0,0,0.108062333,5.487339437,2.329555094
5.950010903,1.926942222,token_3,0,0,0,0,0,0,0,0.114283976,6.012175232,1.864777893
6.082555205,1.844690889,token_3,0,0,0,0,0,0,0,0.117795318,6.149848454,1.77739764
6.216273457,1.305210918,token_3,0,0,0,0,0,0,0,0.117825094,6.26314567,1.258338705
5.06599734,2.183514379,token_30,1,5.110647202,4.115836143,7.249511719,0.13,0,0.02,0.119890931,4.149363406,3.100148313
5.059334874,2.173575282,token_30,0,0,0,0,0,0,0,0.118550975,5.135875508,2.097034648
4.343601845,3.164210655,token_30,0,0,0,0,0,0,0,0.118409006,4.409879282,3.097933218
4.8797791,2.794049025,token_30,0,0,0,0,0,0,0,0.120444936,4.95296187,2.720866255
4.573110223,3.11927259,token_30,0,0,0,0,0,0,0,0.120356426,4.654083662,3.038299151
5.451774046,2.379768923,token_30,0,0,0,0,0,0,0,0.118589133,5.535269238,2.296273731
5.617481448,2.297069333,token_30,0,0,0,0,0,0,0,0.119140294,5.696098,2.218452781
4.350915775,2.984533444,token_30,0,0,0,0,0,0,0,0.11870044,4.422500156,2.912949063
6.061853893,1.207677357,token_30,1,6.115253448,4.365461349,7.341796875,0.15,0,0.03,0.120908367,4.39105954,2.950737335
6.007841878,1.559540935,token_30,0,0,0,0,0,0,0,0.122770104,6.092973724,1.474409088
4.644752152,3.073021285,token_30,0,0,0,0,0,0,0,0.121585553,4.710246019,3.007527418
6.36259418,1.317581601,token_30,0,0,0,0,0,0,0,0.120896516,6.4283318,1.251843981
5.58052285,2.153363869,token_30,0,0,0,0,0,0,0,0.118380783,5.655288942,2.078597777
6.094678469,1.680712156,token_30,0,0,0,0,0,0,0,0.113307138,6.17323108,1.602159545
7.041935667,0.817439333,token_30,1,7.094060898,4.854642868,7.869140625,0.16,0,0.02,0.121857041,4.887906484,2.981234141
5.18776796,2.735083602,token_30,0,0,0,0,0,0,0,0.118340449,5.274277687,2.648573875
6.630254857,1.361444362,token_30,0,0,0,0,0,0,0,0.146555624,6.703620754,1.288078465
5.077778652,2.684428379,token_30,0,0,0,0,0,0,0,0.114489759,5.147848487,2.614358544
6.940483876,0.687934093,token_30,0,0,0,0,0,0,0,0.121117365,7.010021038,0.61839693
6.581598163,1.260198712,token_30,0,0,0,0,0,0,0,0.117995879,6.658710524,1.183086351
6.014208607,1.717724986,token_30,0,0,0,0,0,0,0,0.118965278,6.089241102,1.642692491
5.854342699,2.03579402,token_30,0,0,0,0,0,0,0,0.118412843,5.930418864,1.959717855
5.501940966,2.348156691,token_30,0,0,0,0,0,0,0,0.118219237,5.583344042,2.266753614
7.0595873,0.750959575,token_30,0,0,0,0,0,0,0,0.116672623,7.14075239,0.669794485
5.021035723,2.876913495,token_30,0,0,0,0,0,0,0,0.117708543,5.08741273,2.810536489
6.469456516,1.234645046,token_30,0,0,0,0,0,0,0,0.120314395,6.551419169,1.152682394
5.34725073,2.469643801,token_30,0,0,0,0,0,0,0,0.113787606,5.43135377,2.385540761
5.946799584,1.880348854,token_30,0,0,0,0,0,0,0,0.117129727,6.022527657,1.80462078
7.020102568,0.906655245,token_30,0,0,0,0,0,0,0,0.117802795,7.098810144,0.827947669
6.780075431,0.692580819,token_30,0,0,0,0,0,0,0,0.117976825,6.855111599,0.617544651
4.156896353,3.092615366,token_31,0,0,0,0,0,0,0,0.164901943,4.251342982,2.998168737
5.085945517,2.147452921,token_31,0,0,0,0,0,0,0,0.166770048,5.186177388,2.04722105
5.014603592,2.535201095,token_31,0,0,0,0,0,0,0,0.167599814,5.11264313,2.437161557
5.60528627,2.068541855,token_31,0,0,0,0,0,0,0,0.166562089,5.701904073,1.971924052
6.027571298,1.741959952,token_31,0,0,0,0,0,0,0,0.166178392,6.121593729,1.647937521
4.488307074,3.313450739,token_31,0,0,0,0,0,0,0,0.165770436,4.579875186,3.221882626
6.285811909,1.616531841,token_31,0,0,0,0,0,0,0,0.165829929,6.378107622,1.524236128
6.227935418,1.233490363,token_31,1,6.249960899,4.102674484,7.558105469,0.1,0.01,0.02,0.165684794,4.186332136,3.371773332
5.751501568,1.590295307,token_31,0,0,0,0,0,0,0,0.165062422,5.854136206,1.487660669
5.91940511,1.652860515,token_31,0,0,0,0,0,0,0,0.163147966,6.018366896,1.553898729
5.095059119,2.565585412,token_31,0,0,0,0,0,0,0,0.169087332,5.199080914,2.461563617
6.686617404,0.888089627,token_31,0,0,0,0,0,0,0,0.164886769,6.782207482,0.79249955
6.741089724,0.992796995,token_31,0,0,0,0,0,0,0,0.16542696,6.832370751,0.901515968
6.880946577,0.861729205,token_31,1,6.919350624,4.845657349,7.771972656,0.14,0.01,0.03,0.169106604,4.901800252,2.870172404
6.589080311,1.270294689,token_31,0,0,0,0,0,0,0,0.166420219,6.685843624,1.173531376
6.582350127,1.340501435,token_31,0,0,0,0,0,0,0,0.165737149,6.677414969,1.245436594
6.566891849,1.431643307,token_31,0,0,0,0,0,0,0,0.171840621,6.665643491,1.332891665
5.666022293,2.121575363,token_31,0,0,0,0,0,0,0,0.164621996,5.76703307,2.020564586
6.173679605,1.452785239,token_31,0,0,0,0,0,0,0,0.163464375,6.274094209,1.352370635
4.951888315,2.835709341,token_31,0,0,0,0,0,0,0,0.16588255,5.046168879,2.741428778
6.068844952,1.808108173,token_31,0,0,0,0,0,0,0,0.166563492,6.165233381,1.711719744
6.74095846,1.05201029,token_31,0,0,0,0,0,0,0,0.165975013,6.844416805,0.948551945
5.354381412,2.467395931,token_31,0,0,0,0,0,0,0,0.167295014,5.446602866,2.375174478
5.097026393,2.534809545,token_31,0,0,0,0,0,0,0,0.165581921,5.191425465,2.440410472
5.260434538,2.434389681,token_31,0,0,0,0,0,0,0,0.165101016,5.344485797,2.350338422
6.664593957,1.133745886,token_31,0,0,0,0,0,0,0,0.165296861,6.758398086,1.039941758
6.863088042,0.935740083,token_31,0,0,0,0,0,0,0,0.16803054,6.961188443,0.837639682
5.789017498,2.038130939,token_31,0,0,0,0,0,0,0,0.165823796,5.882638648,1.944509789
6.550046787,1.377199307,token_31,0,0,0,0,0,0,0,0.160885973,6.641479701,1.285766393
5.936799377,1.584684998,token_31,0,0,0,0,0,0,0,0.165667111,6.030919641,1.490564734
4.257028975,2.992482744,token_32,0,0,0,0,0,0,0,0.141037136,4.324267745,2.925243974
4.532746159,2.654753841,token_32,0,0,0,0,0,0,0,0.143080487,4.599006392,2.588493608
5.02882202,2.201158449,token_32,0,0,0,0,0,0,0,0.142838128,5.104905762,2.125074707
6.012006931,1.624711819,token_32,0,0,0,0,0,0,0,0.14109783,6.083705448,1.553013302
5.094164461,2.684155852,token_32,0,0,0,0,0,0,0,0.141049959,5.175649948,2.602670364
5.396918245,2.428277068,token_32,0,0,0,0,0,0,0,0.139984168,5.462317996,2.362877317
4.970461488,2.580808043,token_32,0,0,0,0,0,0,0,0.141267364,5.042990811,2.50827872
5.667949907,1.746112593,token_32,0,0,0,0,0,0,0,0.141878159,5.73788929,1.67617321
4.166420214,2.957603224,token_32,0,0,0,0,0,0,0,0.142307184,4.229109362,2.894914076
5.523766808,1.958655067,token_32,0,0,0,0,0,0,0,0.141741154,5.593531705,1.88889017
5.293764539,2.315610461,token_32,0,0,0,0,0,0,0,0.141995448,5.366988637,2.242386363
6.336925298,1.368641108,token_32,0,0,0,0,0,0,0,0.142284876,6.415834486,1.28973192
6.349153183,1.380827285,token_32,0,0,0,0,0,0,0,0.141418706,6.419614993,1.310365476
6.116686173,1.625989608,token_32,0,0,0,0,0,0,0,0.142332108,6.183434546,1.559241235
5.512327828,2.347047172,token_32,0,0,0,0,0,0,0,0.141359949,5.592291549,2.267083451
5.284114376,2.687077031,token_32,0,0,0,0,0,0,0,0.142154293,5.356576562,2.614614844
5.455643006,2.536056213,token_32,0,0,0,0,0,0,0,0.16258006,5.532742858,2.458956361
5.007278919,2.619185925,token_32,0,0,0,0,0,0,0,0.135550274,5.067906968,2.558557875
6.026237369,1.659309506,token_32,0,0,0,0,0,0,0,0.142205067,6.085662544,1.599884331
5.173242971,2.624608591,token_32,0,0,0,0,0,0,0,0.142143214,5.251132198,2.546719365
6.145516753,1.780264497,token_32,0,0,0,0,0,0,0,0.142019423,6.216154337,1.709626913
5.8700523,1.720768012,token_32,0,0,0,0,0,0,0,0.140900829,5.941813111,1.649007201
7.437918358,0.440499611,token_32,0,0,0,0,0,0,0,0.141631705,7.520346425,0.358071543
6.488872841,1.142963096,token_32,0,0,0,0,0,0,0,0.140813363,6.551231354,1.080604583
6.410768069,1.031126462,token_32,0,0,0,0,0,0,0,0.14307389,6.481114395,0.960780136
6.549698636,1.274520114,token_32,0,0,0,0,0,0,0,0.142198633,6.614940591,1.209278159
5.717221349,1.851138026,token_32,0,0,0,0,0,0,0,0.138510364,5.786583178,1.781776197
7.316380814,0.554224655,token_32,1,7.332468033,5.004436493,7.876953125,0.09,0,0.01,0.143872738,5.062259838,2.814693287
6.902156942,0.994815715,token_32,0,0,0,0,0,0,0,0.132553376,6.973434791,0.923537865
7.300645143,0.330214232,token_32,1,7.326493263,5.005672455,7.6875,0.12,0.01,0.03,0.141941534,5.061692581,2.625807419
4.324267745,2.925243974,token_33,0,0,0,0,0,0,0,0.372623641,4.596857622,2.652654096
4.234391786,2.999006651,token_33,0,0,0,0,0,0,0,0.375994853,4.50225351,2.731144927
4.149714775,3.408390693,token_33,0,0,0,0,0,0,0,0.378541392,4.420701019,3.137404449
4.759279229,2.913572334,token_33,0,0,0,0,0,0,0,0.377937202,5.035759889,2.637091674
4.152539663,3.544237681,token_33,0,0,0,0,0,0,0,0.375188878,4.41358348,3.283193864
5.510080852,2.315114461,token_33,0,0,0,0,0,0,0,0.372497411,5.783245921,2.041949391
4.643023916,3.259319834,token_33,0,0,0,0,0,0,0,0.373603619,4.923706234,2.978637516
5.635023996,1.923081473,token_33,0,0,0,0,0,0,0,0.377293767,5.909415163,1.648690306
5.986855425,1.154746138,token_33,1,6.16814518,4.465351105,7.26953125,0.38,0.01,0.06,0.385344641,4.552663811,2.716867439
4.795295857,2.650993206,token_33,0,0,0,0,0,0,0,0.37167627,5.069650449,2.376638614
6.352689855,1.307954676,token_33,1,6.48729229,4.430560112,7.717773438,0.29,0.02,0.05,0.391261,4.575228699,3.142544739
7.057316393,0.517390639,token_33,1,7.089604378,4.834571838,7.717773438,0.12,0,0.01,0.37722816,5.077452287,2.64032115
6.232982673,1.479419671,token_33,0,0,0,0,0,0,0,0.374221978,6.504436456,1.207965888
5.836201109,1.906474672,token_33,0,0,0,0,0,0,0,0.372846679,6.116686173,1.625989608
6.865606628,0.948846497,token_33,1,7.023973465,4.938051224,7.840332031,0.35,0,0.05,0.399318184,5.054206178,2.786125854
5.69394397,2.258692749,token_33,0,0,0,0,0,0,0,0.373145254,5.96703966,1.985597059
6.294005468,1.704529688,token_33,0,0,0,0,0,0,0,0.392568041,6.566891849,1.431643307
6.867676683,1.155760817,token_33,0,0,0,0,0,0,0,0.36894777,7.136040673,0.887396827
5.150214486,2.478203483,token_33,0,0,0,0,0,0,0,0.377118971,5.415981248,2.212436721
5.919596672,1.922200203,token_33,0,0,0,0,0,0,0,0.374071555,6.202510677,1.639286198
5.750261903,2.126691222,token_33,0,0,0,0,0,0,0,0.374307602,6.016319446,1.860633679
5.606858782,2.295484968,token_33,0,0,0,0,0,0,0,0.37282173,5.87302506,2.02931869
6.672014631,0.918805681,token_33,0,0,0,0,0,0,0,0.374089394,6.947545886,0.643274426
6.293410502,1.54350356,token_33,0,0,0,0,0,0,0,0.363781625,6.563570864,1.273343198
5.127890609,2.767128922,token_33,0,0,0,0,0,0,0,0.377689989,5.39407634,2.500943191
5.755013146,2.069205604,token_33,0,0,0,0,0,0,0,0.376263779,6.041078418,1.783140332
5.931186989,1.921840355,token_33,0,0,0,0,0,0,0,0.376094607,6.203972265,1.649055079
5.074681371,2.802271754,token_33,0,0,0,0,0,0,0,0.378559555,5.337601557,2.539351568
5.915407769,2.011350043,token_33,0,0,0,0,0,0,0,0.373902781,6.176543236,1.750214577
6.928820342,0.758679658,token_33,0,0,0,0,0,0,0,0.374938058,7.198713176,0.488786824
4.596857622,2.652654096,token_34,0,0,0,0,0,0,0,0.011278094,4.596857622,2.652654096
4.739173606,2.486900613,token_34,0,0,0,0,0,0,0,0.003697871,4.745402582,2.480671637
4.913066819,2.594745681,token_34,0,0,0,0,0,0,0,0.003543391,4.913066819,2.594745681
4.219798937,3.427173719,token_34,0,0,0,0,0,0,0,0.001567445,4.219798937,3.427173719
5.026008539,2.70006568,token_34,0,0,0,0,0,0,0,0.001122451,5.026008539,2.70006568
5.510080852,2.315114461,token_34,0,0,0,0,0,0,0,0.001144448,5.510080852,2.315114461
6.439931497,1.462412253,token_34,0,0,0,0,0,0,0,0.001067497,6.439931497,1.462412253
6.115558594,1.219890624,token_34,0,0,0,0,0,0,0,0.001116606,6.115558594,1.219890624
5.300142728,1.82388071,token_34,0,0,0,0,0,0,0,0.001142525,5.300142728,1.82388071
4.464696854,3.102685958,token_34,0,0,0,0,0,0,0,0.001055571,4.464696854,3.102685958
4.3851889,3.2241861,token_34,0,0,0,0,0,0,0,0.001113911,4.3851889,3.2241861
5.011329338,2.694237068,token_34,0,0,0,0,0,0,0,0.001119681,5.011329338,2.694237068
5.922420472,1.848087341,token_34,0,0,0,0,0,0,0,0.001161556,5.922420472,1.848087341
6.485783145,1.28960748,token_34,0,0,0,0,0,0,0,0.001126858,6.485783145,1.28960748
7.050480708,0.789851323,token_34,0,0,0,0,0,0,0,0.00116738,7.050480708,0.789851323
6.913764581,1.009086981,token_34,0,0,0,0,0,0,0,0.001081179,6.913764581,1.009086981
6.715456218,1.301145345,token_34,0,0,0,0,0,0,0,0.001077576,6.715456218,1.301145345
6.670417279,1.117180377,token_34,0,0,0,0,0,0,0,0.001108867,6.684816688,1.102780968
5.199187398,2.486359477,token_34,0,0,0,0,0,0,0,0.001051937,5.199187398,2.486359477
5.62012095,2.167476706,token_34,0,0,0,0,0,0,0,0.001055206,5.62012095,2.167476706
6.39353767,1.483415455,token_34,0,0,0,0,0,0,0,0.001079295,6.39353767,1.483415455
5.854276516,2.035860203,token_34,0,0,0,0,0,0,0,0.001064364,5.854276516,2.035860203
6.98257684,0.839200504,token_34,0,0,0,0,0,0,0,0.001115137,6.98257684,0.839200504
5.480787113,2.375169918,token_34,0,0,0,0,0,0,0,0.001117436,5.480787113,2.375169918
7.224223904,0.644916721,token_34,0,0,0,0,0,0,0,0.001147559,7.224223904,0.644916721
6.549696691,1.274522059,token_34,0,0,0,0,0,0,0,0.001279304,6.549696691,1.274522059
6.537249133,1.279645398,token_34,0,0,0,0,0,0,0,0.001086442,6.537249133,1.279645398
5.946799584,1.880348854,token_34,0,0,0,0,0,0,0,0.001052501,5.946799584,1.880348854
6.569640979,1.335144177,token_34,0,0,0,0,0,0,0,0.001274494,6.569640979,1.335144177
5.07771156,2.60978844,token_34,0,0,0,0,0,0,0,0.001108148,5.07771156,2.60978844
4.596857622,2.652654096,token_35,0,0,0,0,0,0,0,0.11214164,4.658785142,2.590726577
4.693879433,2.539519005,token_35,0,0,0,0,0,0,0,0.111962772,4.753235452,2.480162986
4.403541818,3.085715994,token_35,0,0,0,0,0,0,0,0.111606608,4.465513088,3.023744725
5.379478388,2.267494269,token_35,0,0,0,0,0,0,0,0.113800431,5.442538545,2.204434112
5.843220226,1.853557117,token_35,0,0,0,0,0,0,0,0.111749373,5.902572468,1.794204876
6.056581132,1.74517668,token_35,0,0,0,0,0,0,0,0.112338464,6.111559302,1.690198511
5.639180325,1.912089206,token_35,0,0,0,0,0,0,0,0.111040297,5.707091264,1.844178267
4.470628336,3.087477133,token_35,0,0,0,0,0,0,0,0.111111735,4.528270803,3.029834665
5.028489336,2.095534101,token_35,0,0,0,0,0,0,0,0.112476786,5.100529648,2.023493789
5.863105878,1.639823809,token_35,0,0,0,0,0,0,0,0.111177358,5.921971716,1.580957972
5.459469229,2.127933115,token_35,0,0,0,0,0,0,0,0.111784046,5.525181554,2.062220789
6.620437399,0.954269633,token_35,0,0,0,0,0,0,0,0.112898079,6.686527289,0.888179742
5.452771746,2.281114973,token_35,0,0,0,0,0,0,0,0.111981217,5.51726371,2.216623008
5.509911194,2.265479431,token_35,0,0,0,0,0,0,0,0.125703731,5.577227809,2.198162816
6.491492726,1.322960399,token_35,0,0,0,0,0,0,0,0.114354337,6.551925555,1.26252757
5.666648567,2.229347527,token_35,0,0,0,0,0,0,0,0.111219213,5.729945071,2.166051023
5.41183126,2.604770303,token_35,0,0,0,0,0,0,0,0.113825159,5.481757164,2.534844398
5.705929868,2.056277163,token_35,0,0,0,0,0,0,0,0.107928148,5.777639337,1.984567694
5.427246265,2.275878735,token_35,0,0,0,0,0,0,0,0.111249105,5.486327738,2.216797262
6.202543221,1.639253654,token_35,0,0,0,0,0,0,0,0.110144874,6.264246322,1.577550553
7.087798133,0.755951867,token_35,0,0,0,0,0,0,0,0.111856771,7.143232979,0.700517021
7.170709401,0.666204661,token_35,0,0,0,0,0,0,0,0.111540163,7.237213843,0.59970022
6.429908656,1.448509313,token_35,0,0,0,0,0,0,0,0.111052406,6.487588353,1.390829615
5.698188268,2.170952357,token_35,0,0,0,0,0,0,0,0.109312286,5.760949083,2.108191542
6.021707378,1.87624184,token_35,0,0,0,0,0,0,0,0.110822518,6.084036879,1.81391234
6.041078418,1.783140332,token_35,0,0,0,0,0,0,0,0.111559213,6.104426168,1.719792582
5.55210878,2.300918564,token_35,0,0,0,0,0,0,0,0.111718493,5.617987588,2.235039756
5.663074993,2.175303914,token_35,0,0,0,0,0,0,0,0.114368227,5.719028249,2.119350657
7.214399002,0.71235881,token_35,0,0,0,0,0,0,0,0.111913059,7.270645663,0.656112149
6.632436737,0.840219513,token_35,0,0,0,0,0,0,0,0.113885021,6.690964885,0.781691365
4.658785142,2.590726577,token_36,0,0,0,0,0,0,0,0.2247282,4.790782534,2.458729185
4.561609425,2.671789013,token_36,0,0,0,0,0,0,0,0.225316711,4.693798706,2.539599732
4.704565369,2.803247131,token_36,0,0,0,0,0,0,0,0.224549306,4.834146358,2.673666142
6.083705448,1.553013302,token_36,1,6.155550957,4.143420219,7.646972656,0.18,0.01,0.03,0.234050376,4.20619747,3.440775186
4.930283412,2.7620994,token_36,0,0,0,0,0,0,0,0.224420468,5.051842563,2.64054025
5.984498821,1.901731648,token_36,0,0,0,0,0,0,0,0.22188604,6.116360791,1.769869678
6.108789459,1.51572226,token_36,0,0,0,0,0,0,0,0.224994657,6.239027396,1.385484323
5.629283912,1.832141869,token_36,0,0,0,0,0,0,0,0.224848559,5.768331259,1.693094522
5.362060294,1.779541269,token_36,0,0,0,0,0,0,0,0.224177465,5.493248262,1.648353301
5.131220728,2.289677709,token_36,0,0,0,0,0,0,0,0.224872778,5.264555894,2.156342544
6.050087214,1.559287786,token_36,0,0,0,0,0,0,0,0.227710921,6.177385338,1.431989662
5.673186921,2.032379486,token_36,0,0,0,0,0,0,0,0.229464767,5.810339212,1.895227194
6.082552247,1.629361816,token_36,0,0,0,0,0,0,0,0.229125405,6.212593585,1.499320477
6.17323108,1.602159545,token_36,0,0,0,0,0,0,0,0.224800822,6.301110759,1.474279866
5.734115712,2.106216319,token_36,0,0,0,0,0,0,0,0.224858553,5.866839036,1.973492995
5.96703966,1.985597059,token_36,0,0,0,0,0,0,0,0.225539643,6.10236527,1.850271448
7.390854813,0.619399093,token_36,1,7.434807777,4.852783203,8.016601563,0.17,0,0.03,0.228875127,4.934338845,3.082262717
5.460381657,2.327215999,token_36,0,0,0,0,0,0,0,0.262752601,5.593958959,2.193638697
5.486327738,2.216797262,token_36,0,0,0,0,0,0,0,0.224973495,5.619989909,2.083135091
5.377759725,2.420091838,token_36,0,0,0,0,0,0,0,0.224463089,5.501661956,2.296189606
6.278248727,1.453684866,token_36,0,0,0,0,0,0,0,0.225331606,6.413250096,1.318683498
6.205391154,1.631522909,token_36,0,0,0,0,0,0,0,0.226366718,6.346677735,1.490236327
5.189413108,2.699258767,token_36,0,0,0,0,0,0,0,0.227085019,5.330554172,2.558117703
5.408253685,2.428660378,token_36,0,0,0,0,0,0,0,0.223577714,5.534382477,2.302531585
6.811236106,0.630658425,token_36,0,0,0,0,0,0,0,0.226122279,6.946263909,0.495630622
5.779807553,2.018532291,token_36,0,0,0,0,0,0,0,0.220942723,5.915851146,1.882488698
5.43064364,2.137715735,token_36,0,0,0,0,0,0,0,0.208955447,5.568927743,1.999431632
6.817933291,1.059019834,token_36,0,0,0,0,0,0,0,0.225022625,6.947814621,0.929138504
7.270645663,0.656112149,token_36,1,7.362930298,5.07142067,7.927246094,0.24,0,0.03,0.231948424,5.105066374,2.82217972
6.587226309,1.100273691,token_36,0,0,0,0,0,0,0,0.224510374,6.718217544,0.969282456
4.790782534,2.458729185,token_37,0,0,0,0,0,0,0,0.240631974,4.92901133,2.320500389
4.825544342,1.473772064,token_37,0,0,0,0,0,0,0,0.237148602,4.96149987,1.337816536
5.614941634,1.743945085,token_37,0,0,0,0,0,0,0,0.235983684,5.75337708,1.605509639
5.288065985,2.384785578,token_37,0,0,0,0,0,0,0,0.23712552,5.423945576,2.248905987
5.319710359,2.377066985,token_37,0,0,0,0,0,0,0,0.234556586,5.457663931,2.239113413
4.863291673,3.022938795,token_37,0,0,0,0,0,0,0,0.234261625,5.001925714,2.884304754
5.812263668,1.739005864,token_37,0,0,0,0,0,0,0,0.235134452,5.952573366,1.598696165
5.108421907,2.449683562,token_37,0,0,0,0,0,0,0,0.236148164,5.245636441,2.312469028
5.922170818,1.347360432,token_37,0,0,0,0,0,0,0,0.235224641,6.061853893,1.207677357
5.593531705,1.88889017,token_37,0,0,0,0,0,0,0,0.233388662,5.730176702,1.752245173
5.525181554,2.062220789,token_37,0,0,0,0,0,0,0,0.238467032,5.67183578,1.915566564
5.224746674,2.455429107,token_37,0,0,0,0,0,0,0,0.24417711,5.368258364,2.311917417
5.626575813,2.143932,token_37,0,0,0,0,0,0,0,0.245918211,5.771812789,1.998695023
5.577227809,2.198162816,token_37,0,0,0,0,0,0,0,0.238029206,5.723584577,2.051806048
6.956533596,0.871103123,token_37,0,0,0,0,0,0,0,0.236857225,7.09228202,0.735354699
6.508440278,1.387555815,token_37,0,0,0,0,0,0,0,0.235570214,6.64921467,1.246781424
7.335147865,0.636043541,token_37,1,7.336529732,4.816905022,7.991699219,0.07,0,0.01,0.23650025,4.946219325,3.045479894
5.147848487,2.614358544,token_37,0,0,0,0,0,0,0,0.233815428,5.289166436,2.473040596
6.355549239,1.329997636,token_37,0,0,0,0,0,0,0,0.235508621,6.490023486,1.195523389
6.991430655,0.85036622,token_37,0,0,0,0,0,0,0,0.234254051,7.119806297,0.721990578
6.249312818,1.594437182,token_37,0,0,0,0,0,0,0,0.23947258,6.385911673,1.457838327
5.682915188,2.110053562,token_37,0,0,0,0,0,0,0,0.237856559,5.809552431,1.983416319
5.231487207,2.590290137,token_37,0,0,0,0,0,0,0,0.235792515,5.354381412,2.467395931
5.635767713,1.996068224,token_37,0,0,0,0,0,0,0,0.234466845,5.776070081,1.855765857
5.269975841,2.17191869,token_37,0,0,0,0,0,0,0,0.235474742,5.396355443,2.045539089
6.141107462,1.626470663,token_37,0,0,0,0,0,0,0,0.234848747,6.288672574,1.478905551
6.506718837,1.061640538,token_37,0,0,0,0,0,0,0,0.233477872,6.656426609,0.911932766
6.760545321,0.807814054,token_37,0,0,0,0,0,0,0,0.233635465,6.893652327,0.674707048
6.176543236,1.750214577,token_37,0,0,0,0,0,0,0,0.234967648,6.313815631,1.612942182
6.200769216,1.486730784,token_37,0,0,0,0,0,0,0,0.239096355,6.329002045,1.358497955
4.929056294,2.320455424,token_38,0,0,0,0,0,0,0,0.234847406,5.069745071,2.179766648
4.663730778,2.523769222,token_38,0,0,0,0,0,0,0,0.233040988,4.798759669,2.388740331
4.196047448,3.311765052,token_38,0,0,0,0,0,0,0,0.233364214,4.330929272,3.176883228
4.688919701,2.984908424,token_38,0,0,0,0,0,0,0,0.239720801,4.819904387,2.853923738
5.801734701,1.874046549,token_38,0,0,0,0,0,0,0,0.234810035,5.938890189,1.736891061
5.192038648,2.609719165,token_38,0,0,0,0,0,0,0,0.234390905,5.336854026,2.464903787
5.973181464,1.651330255,token_38,0,0,0,0,0,0,0,0.233942689,6.108789459,1.51572226
5.245636441,2.312469028,token_38,0,0,0,0,0,0,0,0.234668719,5.39246098,2.165644489
4.693841755,2.678228557,token_38,0,0,0,0,0,0,0,0.237894568,4.827546306,2.544524007
6.013172977,1.469248898,token_38,0,0,0,0,0,0,0,0.235124386,6.150715023,1.331706852
5.442242555,2.277972288,token_38,0,0,0,0,0,0,0,0.23401911,5.588521473,2.131693371
5.714388959,1.860318072,token_38,0,0,0,0,0,0,0,0.23332398,5.857734703,1.716972329
5.930599071,1.827213429,token_38,0,0,0,0,0,0,0,0.232611047,6.077578239,1.680234261
6.740374796,1.002300985,token_38,0,0,0,0,0,0,0,0.234333034,6.880946577,0.861729205
4.990111068,2.869263932,token_38,0,0,0,0,0,0,0,0.234313213,5.119332299,2.740042701
5.146240897,2.824950509,token_38,0,0,0,0,0,0,0,0.236370042,5.284114376,2.687077031
5.838280909,2.178320654,token_38,0,0,0,0,0,0,0,0.234283123,5.9703485,2.046253063
5.76703307,2.020564586,token_38,0,0,0,0,0,0,0,0.237610665,5.913689613,1.873908043
6.432600014,1.195817955,token_38,0,0,0,0,0,0,0,0.239349591,6.576610401,1.051807567
5.489012845,2.36450278,token_38,0,0,0,0,0,0,0,0.235283845,5.631870359,2.221645266
5.660875328,2.269300453,token_38,0,0,0,0,0,0,0,0.234251573,5.804296501,2.12587928
5.879811443,1.913157307,token_38,0,0,0,0,0,0,0,0.235635307,6.018081002,1.774887748
6.535793334,1.055026978,token_38,0,0,0,0,0,0,0,0.239706786,6.672014631,0.918805681
5.688797295,2.148116767,token_38,0,0,0,0,0,0,0,0.234785576,5.830140993,2.00677307
6.669068508,0.772826023,token_38,0,0,0,0,0,0,0,0.234749448,6.811234146,0.630660385
